24.3241 	EXP 	New trial (rep=3, index=0): <Trial 12 (0 in rep 3) data={'word': 'BLUE', 'colour': 'blue', 'stimuluscondition': 'C', 'correct_res': 'b ', 'thisN': 12, 'thisTrialN': 0, 'thisRepN': 3}>
24.3394 	EXP 	fixation: autoDraw = False
24.3394 	EXP 	text_3: autoDraw = False
24.3394 	EXP 	text_3: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
24.3394 	EXP 	text_3: height = np.float64(0.05)
24.3394 	EXP 	text_3: height = np.float64(0.05)
24.3394 	EXP 	text_3: height = np.float64(0.05)
24.3394 	EXP 	text_3: text = 'BLUE'
24.3394 	EXP 	fixation: autoDraw = True
24.4230 	EXP 	Device response: <KeyPress from None: t=24.31727145833247, value=r, duration=0.10026441666741448>
24.8395 	INFO 	Keyboard events cleared
24.8395 	EXP 	fixation: autoDraw = False
24.8395 	EXP 	text_3: autoDraw = True
26.7733 	EXP 	Device response: <KeyPress from None: t=26.77117295833341, value=b, duration=None>
26.7734 	EXP 	New trial (rep=3, index=1): <Trial 13 (1 in rep 3) data={'word': 'BLUE', 'colour': 'red', 'stimuluscondition': 'I', 'correct_res': 'r', 'thisN': 13, 'thisTrialN': 1, 'thisRepN': 3}>
26.7761 	DATA 	Keypress: b
26.7895 	EXP 	fixation: autoDraw = False
26.7895 	EXP 	text_3: autoDraw = False
26.7895 	EXP 	text_3: foreColor = <psychopy.colors.Color: red, alpha=1.0>
26.7895 	EXP 	text_3: text = 'BLUE'
26.7895 	EXP 	fixation: autoDraw = True
26.9898 	EXP 	Device response: <KeyPress from None: t=26.77117295833341, value=b, duration=0.20828612500008603>
27.2730 	INFO 	Keyboard events cleared
27.2730 	EXP 	fixation: autoDraw = False
27.2730 	EXP 	text_3: autoDraw = True
28.5472 	DATA 	Keypress: r
28.5564 	EXP 	Device response: <KeyPress from None: t=28.544110166665632, value=r, duration=None>
28.5565 	EXP 	New trial (rep=3, index=2): <Trial 14 (2 in rep 3) data={'word': 'RED', 'colour': 'red', 'stimuluscondition': 'C', 'correct_res': 'r', 'thisN': 14, 'thisTrialN': 2, 'thisRepN': 3}>
28.5728 	EXP 	fixation: autoDraw = False
28.5728 	EXP 	text_3: autoDraw = False
28.5728 	EXP 	text_3: foreColor = <psychopy.colors.Color: red, alpha=1.0>
28.5728 	EXP 	text_3: height = np.float64(0.05)
28.5728 	EXP 	text_3: height = np.float64(0.05)
28.5728 	EXP 	text_3: height = np.float64(0.05)
28.5728 	EXP 	text_3: text = 'RED'
28.5728 	EXP 	fixation: autoDraw = True
28.7396 	EXP 	Device response: <KeyPress from None: t=28.544110166665632, value=r, duration=0.18831649999992806>
29.0562 	INFO 	Keyboard events cleared
29.0562 	EXP 	fixation: autoDraw = False
29.0562 	EXP 	text_3: autoDraw = True
29.7009 	DATA 	Keypress: r
29.7065 	EXP 	Device response: <KeyPress from None: t=29.698084083333015, value=r, duration=None>
29.7066 	EXP 	New trial (rep=3, index=3): <Trial 15 (3 in rep 3) data={'word': 'RED', 'colour': 'blue', 'stimuluscondition': 'I', 'correct_res': 'b', 'thisN': 15, 'thisTrialN': 3, 'thisRepN': 3}>
29.7229 	EXP 	fixation: autoDraw = False
29.7229 	EXP 	text_3: autoDraw = False
29.7229 	EXP 	text_3: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
29.7229 	EXP 	text_3: text = 'RED'
29.7229 	EXP 	fixation: autoDraw = True
29.9064 	EXP 	Device response: <KeyPress from None: t=29.698084083333015, value=r, duration=0.20031175000076473>
30.2062 	INFO 	Keyboard events cleared
30.2062 	EXP 	fixation: autoDraw = False
30.2062 	EXP 	text_3: autoDraw = True
31.3964 	DATA 	Keypress: b
31.4063 	EXP 	Device response: <KeyPress from None: t=31.393041875000563, value=b, duration=None>
31.4064 	EXP 	New trial (rep=4, index=0): <Trial 16 (0 in rep 4) data={'word': 'BLUE', 'colour': 'blue', 'stimuluscondition': 'C', 'correct_res': 'b ', 'thisN': 16, 'thisTrialN': 0, 'thisRepN': 4}>
31.4228 	EXP 	fixation: autoDraw = False
31.4228 	EXP 	text_3: autoDraw = False
31.4228 	EXP 	text_3: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
31.4228 	EXP 	text_3: height = np.float64(0.05)
31.4228 	EXP 	text_3: height = np.float64(0.05)
31.4228 	EXP 	text_3: height = np.float64(0.05)
31.4228 	EXP 	text_3: text = 'BLUE'
31.4228 	EXP 	fixation: autoDraw = True
31.6396 	EXP 	Device response: <KeyPress from None: t=31.393041875000563, value=b, duration=0.23629341666674009>
31.9061 	INFO 	Keyboard events cleared
31.9061 	EXP 	fixation: autoDraw = False
31.9061 	EXP 	text_3: autoDraw = True
32.5563 	EXP 	Device response: <KeyPress from None: t=32.553028916667245, value=b, duration=None>
32.5563 	EXP 	New trial (rep=4, index=1): <Trial 17 (1 in rep 4) data={'word': 'RED', 'colour': 'blue', 'stimuluscondition': 'I', 'correct_res': 'b', 'thisN': 17, 'thisTrialN': 1, 'thisRepN': 4}>
32.5585 	DATA 	Keypress: b
32.5728 	EXP 	fixation: autoDraw = False
32.5728 	EXP 	text_3: autoDraw = False
32.5728 	EXP 	text_3: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
32.5728 	EXP 	text_3: height = np.float64(0.05)
32.5728 	EXP 	text_3: height = np.float64(0.05)
32.5728 	EXP 	text_3: height = np.float64(0.05)
32.5728 	EXP 	text_3: text = 'RED'
32.5728 	EXP 	fixation: autoDraw = True
32.7731 	EXP 	Device response: <KeyPress from None: t=32.553028916667245, value=b, duration=0.20426674999907846>
33.0563 	INFO 	Keyboard events cleared
33.0562 	EXP 	fixation: autoDraw = False
33.0562 	EXP 	text_3: autoDraw = True
34.5789 	DATA 	Keypress: b
34.5897 	EXP 	Device response: <KeyPress from None: t=34.5749654166666, value=b, duration=None>
34.5897 	EXP 	New trial (rep=4, index=2): <Trial 18 (2 in rep 4) data={'word': 'RED', 'colour': 'red', 'stimuluscondition': 'C', 'correct_res': 'r', 'thisN': 18, 'thisTrialN': 2, 'thisRepN': 4}>
34.6061 	EXP 	fixation: autoDraw = False
34.6061 	EXP 	text_3: autoDraw = False
34.6061 	EXP 	text_3: foreColor = <psychopy.colors.Color: red, alpha=1.0>
34.6061 	EXP 	text_3: text = 'RED'
34.6061 	EXP 	fixation: autoDraw = True
34.7897 	EXP 	Device response: <KeyPress from None: t=34.5749654166666, value=b, duration=0.2003129999993689>
35.0894 	INFO 	Keyboard events cleared
35.0894 	EXP 	fixation: autoDraw = False
35.0894 	EXP 	text_3: autoDraw = True
35.9804 	DATA 	Keypress: r
35.9898 	EXP 	Device response: <KeyPress from None: t=35.97696095833271, value=r, duration=None>
35.9898 	EXP 	New trial (rep=4, index=3): <Trial 19 (3 in rep 4) data={'word': 'BLUE', 'colour': 'red', 'stimuluscondition': 'I', 'correct_res': 'r', 'thisN': 19, 'thisTrialN': 3, 'thisRepN': 4}>
36.0062 	EXP 	fixation: autoDraw = False
36.0062 	EXP 	text_3: autoDraw = False
36.0062 	EXP 	text_3: foreColor = <psychopy.colors.Color: red, alpha=1.0>
36.0062 	EXP 	text_3: height = np.float64(0.05)
36.0062 	EXP 	text_3: height = np.float64(0.05)
36.0062 	EXP 	text_3: height = np.float64(0.05)
36.0062 	EXP 	text_3: text = 'BLUE'
36.0062 	EXP 	fixation: autoDraw = True
36.1065 	EXP 	Device response: <KeyPress from None: t=35.97696095833271, value=r, duration=0.12833450000107405>
36.4895 	INFO 	Keyboard events cleared
36.4895 	EXP 	fixation: autoDraw = False
36.4895 	EXP 	text_3: autoDraw = True
37.7833 	DATA 	Keypress: r
37.7897 	EXP 	Device response: <KeyPress from None: t=37.77990837499965, value=r, duration=None>
37.7898 	EXP 	New trial (rep=5, index=0): <Trial 20 (0 in rep 5) data={'word': 'RED', 'colour': 'blue', 'stimuluscondition': 'I', 'correct_res': 'b', 'thisN': 20, 'thisTrialN': 0, 'thisRepN': 5}>
37.8061 	EXP 	fixation: autoDraw = False
37.8061 	EXP 	text_3: autoDraw = False
37.8061 	EXP 	text_3: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
37.8061 	EXP 	text_3: height = np.float64(0.05)
37.8061 	EXP 	text_3: height = np.float64(0.05)
37.8061 	EXP 	text_3: height = np.float64(0.05)
37.8061 	EXP 	text_3: text = 'RED'
37.8061 	EXP 	fixation: autoDraw = True
37.9397 	EXP 	Device response: <KeyPress from None: t=37.77990837499965, value=r, duration=0.15230620833426656>
38.2895 	INFO 	Keyboard events cleared
38.2895 	EXP 	fixation: autoDraw = False
38.2895 	EXP 	text_3: autoDraw = True
39.1314 	DATA 	Keypress: b
39.1397 	EXP 	Device response: <KeyPress from None: t=39.12887670833334, value=b, duration=None>
39.1398 	EXP 	New trial (rep=5, index=1): <Trial 21 (1 in rep 5) data={'word': 'BLUE', 'colour': 'red', 'stimuluscondition': 'I', 'correct_res': 'r', 'thisN': 21, 'thisTrialN': 1, 'thisRepN': 5}>
39.1561 	EXP 	fixation: autoDraw = False
39.1561 	EXP 	text_3: autoDraw = False
39.1561 	EXP 	text_3: foreColor = <psychopy.colors.Color: red, alpha=1.0>
39.1561 	EXP 	text_3: height = np.float64(0.05)
39.1561 	EXP 	text_3: height = np.float64(0.05)
39.1561 	EXP 	text_3: height = np.float64(0.05)
39.1561 	EXP 	text_3: text = 'BLUE'
39.1561 	EXP 	fixation: autoDraw = True
39.3065 	EXP 	Device response: <KeyPress from None: t=39.12887670833334, value=b, duration=0.17631941666695639>
39.6396 	INFO 	Keyboard events cleared
39.6395 	EXP 	fixation: autoDraw = False
39.6395 	EXP 	text_3: autoDraw = True
41.0363 	DATA 	Keypress: r
41.0397 	EXP 	Device response: <KeyPress from None: t=41.03280749999976, value=r, duration=None>
41.0398 	EXP 	New trial (rep=5, index=2): <Trial 22 (2 in rep 5) data={'word': 'BLUE', 'colour': 'blue', 'stimuluscondition': 'C', 'correct_res': 'b ', 'thisN': 22, 'thisTrialN': 2, 'thisRepN': 5}>
41.0561 	EXP 	fixation: autoDraw = False
41.0561 	EXP 	text_3: autoDraw = False
41.0561 	EXP 	text_3: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
41.0561 	EXP 	text_3: text = 'BLUE'
41.0561 	EXP 	fixation: autoDraw = True
